Date,Emp_ID,Age,Gender,City,Education,Salary,Join_Date,Last_Work_Date,Join_Designation,Designation,Total_Sales_Acquired,Quarterly_Rating
1/12/2017,351,31,Male,C9,Bachelor,50609,10/12/2016,,2.0,2,8254930,4
1/7/2016,352,44,Male,C24,College,39564,24/2/2016,27/7/2016,1.0,1,632080,1
1/11/2017,353,31,Female,C18,Master,33134,15/7/2015,13/11/2017,1.0,1,13594350,1
1/3/2016,354,31,Female,C11,College,60555,30/11/2015,27/2/2016,1.0,1,0,1
1/8/2016,355,34,Male,C22,Master,135879,16/6/2015,9/8/2016,3.0,3,3163760,1
1/12/2017,357,35,Male,C2,College,127616,8/3/2017,,4.0,4,13191530,2
1/12/2017,358,40,Female,C26,Master,114291,29/10/2016,,3.0,3,5175130,1
1/12/2017,359,37,Male,C4,Master,107473,20/6/2016,,2.0,4,35460020,2
1/2/2016,360,39,Female,C20,Bachelor,58347,21/10/2015,13/2/2016,2.0,2,313450,1
1/3/2016,361,33,Male,C21,College,13743,17/9/2015,18/3/2016,1.0,1,333120,1
1/12/2017,362,38,Female,C20,Master,51609,4/5/2017,,2.0,2,3912140,2
1/9/2017,363,30,Male,C21,Master,67650,,18/9/2017,2.0,2,1670310,1
1/7/2017,364,27,Male,C13,Master,35727,7/3/2017,29/6/2017,1.0,1,456170,1
1/5/2017,365,24,Female,C22,College,44740,1/2/2017,19/5/2017,2.0,2,0,1
1/12/2017,366,29,Male,C15,Master,44630,30/10/2017,,2.0,2,0,1
1/12/2017,368,45,Male,C23,Bachelor,51911,18/9/2015,,1.0,2,30088455,4
1/12/2017,369,32,Male,C20,College,28186,20/9/2017,12/12/2017,1.0,1,0,1
1/12/2017,371,48,Female,C20,Bachelor,49113,20/7/2015,,1.0,1,12205880,4
1/12/2016,372,33,Female,C26,College,82259,30/6/2016,26/12/2016,2.0,2,196560,1
1/6/2017,373,30,Female,C23,Master,38569,1/11/2016,19/6/2017,1.0,1,4526790,1
1/12/2017,375,36,Male,C27,College,108441,7/4/2017,,3.0,3,3526230,2
1/12/2017,376,38,Male,C5,Master,88715,,,2.0,2,2250980,3
1/12/2017,377,35,Male,C5,College,121332,11/10/2012,,1.0,3,19017290,2
1/12/2017,378,33,Male,C9,Master,35057,13/12/2017,,3.0,3,0,1
1/10/2016,379,31,Male,C13,Master,29106,22/5/2015,18/10/2016,1.0,1,3315120,1
1/12/2017,382,28,Male,C18,College,12938,,,1.0,1,0,1
1/3/2017,383,41,Female,C17,College,43969,17/9/2015,,1.0,1,5040480,1
1/9/2016,384,26,Female,C27,Bachelor,52364,21/10/2015,22/9/2016,2.0,2,2271730,1
1/12/2017,385,35,Female,C28,Master,77156,28/9/2017,,3.0,3,1131560,2
1/9/2016,386,45,Female,C18,Bachelor,137082,,10/9/2016,2.0,4,5875810,2
1/3/2016,387,29,Female,C22,Master,45245,25/11/2013,17/3/2016,1.0,1,265760,1
1/12/2017,388,34,Male,C15,Bachelor,43611,5/12/2016,,,2,3023960,1
1/10/2016,389,30,Female,C15,Master,45923,23/5/2016,24/10/2016,2.0,2,400000,1
1/2/2016,390,32,Female,C22,Master,70428,29/10/2015,1/2/2016,1.0,1,0,1
1/12/2017,391,37,Male,C22,Bachelor,133783,14/1/2013,,1.0,3,17616484,3
1/4/2017,392,35,Female,C20,Bachelor,84850,30/1/2017,6/4/2017,3.0,3,0,1
1/12/2017,394,34,Female,C20,Master,97722,6/6/2011,,2.0,4,27458220,3
1/1/2017,397,28,Male,C12,Master,73194,,13/1/2017,2.0,2,1231540,1
1/12/2017,398,30,Male,C5,Master,63280,7/12/2017,,2.0,2,0,1
1/4/2016,399,31,Male,C5,Master,40604,17/10/2015,27/4/2016,1.0,1,920230,1
1/12/2017,400,35,Male,C19,College,65729,8/10/2016,,2.0,2,9748190,2
1/5/2016,401,38,Female,C23,College,76069,2/6/2015,29/4/2016,2.0,2,921350,1
1/12/2017,402,46,Male,C24,Master,91279,29/11/2012,,1.0,3,26927680,3
1/12/2017,403,29,Male,C15,Master,24049,13/10/2017,,2.0,2,0,1
1/9/2016,404,36,Male,C1,College,41553,19/10/2015,22/9/2016,2.0,2,3328970,2
1/5/2017,405,34,Male,C14,Master,25028,6/6/2016,23/5/2017,1.0,1,3506580,1
1/6/2016,406,43,Male,C12,Master,38625,22/8/2015,17/6/2016,1.0,1,0,1
1/12/2017,407,41,Female,C13,Bachelor,58207,17/5/2013,,1.0,2,16290800,3
1/12/2017,409,29,Male,C1,College,33477,3/7/2017,,2.0,2,253660,1
1/4/2016,410,39,Male,C24,Bachelor,57225,5/8/2015,27/4/2016,2.0,2,609830,1
1/3/2016,411,28,Female,C1,Bachelor,52572,17/2/2015,7/3/2016,1.0,1,184650,1
1/12/2017,412,29,Male,C16,Master,56243,15/11/2017,,2.0,2,0,1
1/8/2017,414,33,Female,C25,College,97153,21/1/2015,29/7/2017,,3,10732480,2
1/12/2017,415,36,Female,C13,College,61575,21/9/2017,,2.0,2,1754320,3
1/12/2016,416,35,Female,C27,College,92559,6/7/2016,5/12/2016,3.0,3,0,1
1/12/2017,417,28,Female,C23,Bachelor,42027,6/11/2017,,2.0,2,0,1
1/12/2016,418,31,Male,C15,Bachelor,74051,30/7/2012,21/12/2016,1.0,2,3702370,1
1/2/2016,419,26,Male,C13,Master,38390,7/10/2015,22/2/2016,1.0,1,0,1
1/12/2017,420,39,Male,C18,Master,80489,26/10/2017,,3.0,3,607260,1
1/10/2016,421,41,Male,C4,Master,93113,7/11/2012,3/10/2016,1.0,2,4292240,1
1/12/2017,422,27,Male,C27,Bachelor,78754,20/4/2013,,2.0,3,26975690,1
1/6/2016,423,36,Male,C20,College,43083,29/4/2013,21/6/2016,1.0,1,1628780,1
1/10/2016,424,40,Male,C17,College,74684,,6/10/2016,2.0,2,2652520,1
1/12/2017,425,47,Male,C22,Bachelor,30921,24/12/2012,,1.0,3,15036790,3
1/8/2016,426,34,Male,C24,Master,65053,14/7/2015,26/8/2016,2.0,2,705550,1
1/12/2017,427,33,Male,C10,Bachelor,88180,4/10/2017,,3.0,3,1465000,2
1/7/2016,429,37,Male,C8,College,120771,15/6/2016,6/7/2016,2.0,4,0,1
1/4/2016,430,32,Male,C28,College,14489,6/1/2016,29/3/2016,1.0,1,210000,1
1/12/2017,431,39,Female,C18,College,50457,11/5/2017,,3.0,3,5715360,3
1/4/2017,432,36,Male,C14,College,17047,8/6/2016,24/4/2017,1.0,1,2068802,1
1/10/2017,433,37,Male,C13,Master,78656,29/5/2017,23/10/2017,3.0,3,1193290,1
1/12/2017,434,30,Female,C6,Master,88515,11/8/2014,,1.0,3,51680810,4
1/5/2016,435,29,Male,C22,College,63479,12/6/2015,21/5/2016,1.0,1,2759970,1
1/9/2016,436,28,Male,C24,Master,128590,9/6/2014,14/9/2016,1.0,4,25128430,1
1/10/2016,438,43,Female,C9,Master,81206,14/10/2015,14/10/2016,1.0,2,6940080,1
1/9/2017,439,27,Male,C3,Bachelor,60246,28/11/2016,27/9/2017,1.0,1,4103180,2
1/12/2017,440,40,Male,C16,Bachelor,113125,,,2.0,4,16391700,1
1/12/2017,441,32,Male,C6,Master,81288,31/5/2017,,3.0,3,4732810,3
1/11/2016,442,32,Male,C23,Master,73933,,5/11/2016,3.0,3,0,1
1/12/2017,443,31,Female,C3,Bachelor,55108,4/9/2017,6/12/2017,2.0,2,0,1
1/12/2017,444,32,Male,C15,Bachelor,36856,28/11/2016,,1.0,1,2888690,2
1/1/2016,445,32,Male,C8,College,33956,5/1/2016,25/1/2016,2.0,2,0,1
1/12/2017,446,31,Female,C22,College,50832,1/2/2017,,3.0,3,5971490,3
1/12/2017,448,37,Male,C10,Bachelor,65389,4/4/2011,,2.0,4,30318780,3
1/12/2017,449,25,Male,C11,College,32466,25/9/2017,,1.0,1,184290,1
1/12/2017,450,30,Male,C20,Master,70415,20/8/2012,,1.0,3,22457270,4
1/8/2016,451,41,Female,C16,Master,123390,5/11/2010,2/8/2016,1.0,5,0,1
1/10/2016,452,46,Male,C19,College,104473,14/10/2010,3/10/2016,2.0,4,3363930,1
1/12/2017,453,37,Male,C12,Master,123361,15/7/2016,,4.0,4,23995570,2
1/10/2016,454,30,Female,C17,Master,45357,17/8/2016,27/10/2016,1.0,1,0,1
1/8/2017,456,35,Female,C26,Bachelor,45193,7/7/2017,29/7/2017,2.0,2,0,1
1/12/2017,457,23,Female,C5,Bachelor,54992,20/11/2017,,2.0,2,700000,2
1/12/2017,458,31,Female,C19,College,16749,31/7/2017,,3.0,3,400280,1
1/12/2017,459,29,Male,C12,Master,67194,30/10/2017,,3.0,3,442730,1
1/8/2017,460,29,Female,C15,College,37575,5/12/2016,29/7/2017,2.0,2,3415470,2
1/10/2017,461,32,Female,C8,College,53577,25/4/2017,27/10/2017,2.0,2,1163515,2
1/12/2017,462,35,Male,C16,Master,46139,2/10/2017,,3.0,3,359320,1
1/2/2016,463,39,Male,C24,Bachelor,47419,10/12/2015,4/2/2016,1.0,1,117860,1
1/4/2017,464,34,Male,C27,Master,86072,16/7/2016,7/4/2017,3.0,3,1457350,1
1/11/2016,465,35,Female,C8,Master,87438,13/1/2015,19/11/2016,2.0,2,4847980,2
1/2/2017,466,23,Female,C23,College,64179,19/12/2016,15/2/2017,,2,0,1
1/2/2017,467,32,Male,C29,College,83926,17/11/2016,11/2/2017,3.0,3,0,1
1/1/2016,469,31,Male,C13,Master,26067,9/10/2015,20/1/2016,1.0,1,0,1
1/5/2017,470,31,Male,C1,College,39660,10/2/2017,25/5/2017,2.0,2,0,1
1/6/2017,471,38,Male,C12,College,59318,8/5/2017,27/6/2017,3.0,3,0,1
1/12/2017,472,39,Female,C23,Bachelor,83429,13/6/2017,,3.0,3,1613030,2
1/2/2016,473,25,Female,C16,Bachelor,62431,28/7/2015,5/2/2016,1.0,1,0,1
1/1/2016,474,32,Male,C10,Bachelor,45068,4/8/2015,19/1/2016,1.0,1,0,1
1/5/2016,475,43,Male,C11,Bachelor,42714,13/7/2015,21/5/2016,1.0,1,2119680,1
1/12/2017,476,28,Female,C16,College,22918,15/3/2017,19/12/2017,2.0,2,1220340,1
1/5/2016,477,39,Male,C19,Bachelor,29312,1/6/2015,28/5/2016,1.0,1,1410810,1
1/1/2017,478,31,Female,C20,Bachelor,39164,5/9/2016,4/1/2017,2.0,2,0,1
1/2/2016,479,24,Female,C20,Master,22947,,22/2/2016,1.0,1,0,1
1/1/2017,481,30,Male,C12,Master,68341,26/5/2014,9/1/2017,1.0,1,6644580,1
1/9/2017,482,45,Male,C10,Bachelor,56611,23/7/2012,21/9/2017,1.0,2,11593960,2
1/12/2017,483,42,Female,C16,Bachelor,132558,18/5/2017,,3.0,3,10574260,3
1/12/2016,484,29,Female,C4,College,26562,8/8/2016,16/12/2016,1.0,1,0,1
1/12/2017,486,40,Female,C10,College,31674,31/10/2013,25/12/2017,1.0,2,10289970,2
1/1/2016,487,39,Male,C12,Bachelor,35091,21/12/2015,13/1/2016,1.0,1,0,1
1/5/2017,488,45,Male,C28,Master,80716,21/10/2015,12/5/2017,1.0,2,9979710,1
1/10/2017,489,32,Female,C12,Master,49475,18/10/2016,17/10/2017,1.0,1,4595563,2
1/8/2017,491,26,Male,C2,Master,41638,1/5/2017,29/7/2017,1.0,1,0,1
1/1/2016,492,36,Female,C19,College,23107,23/7/2015,28/1/2016,2.0,2,0,1
1/12/2017,493,28,Male,C9,Bachelor,52307,,,2.0,2,4593470,2
1/12/2017,494,36,Female,C16,Bachelor,110964,,,3.0,3,13593340,1
1/3/2016,496,24,Male,C15,Bachelor,20170,19/10/2015,29/2/2016,1.0,1,250000,1
1/12/2017,497,30,Female,C16,Bachelor,65035,22/6/2017,12/12/2017,2.0,2,156383,1
1/12/2017,498,31,Male,C20,Master,65571,6/11/2017,,2.0,2,0,1
1/12/2017,499,43,Male,C3,Master,47668,28/9/2017,,3.0,3,0,1
1/10/2016,500,40,Male,C12,Bachelor,103119,11/5/2015,10/10/2016,4.0,4,7596440,1
1/12/2017,501,32,Female,C16,College,96956,8/5/2017,,3.0,3,2207980,2
1/4/2017,502,23,Male,C5,Bachelor,49888,21/11/2016,24/4/2017,2.0,2,0,1
1/6/2016,503,45,Female,C21,College,41688,20/6/2015,16/6/2016,1.0,1,1788611,2
1/9/2016,504,33,Female,C15,Bachelor,49653,6/8/2012,9/9/2016,2.0,2,2193610,1
1/4/2016,505,25,Male,C26,College,55804,16/1/2016,11/4/2016,2.0,2,115940,1
1/3/2017,507,40,Male,C6,Bachelor,29231,22/11/2012,27/2/2017,1.0,2,7165360,2
1/12/2017,508,33,Male,C21,Bachelor,48682,14/12/2017,,2.0,2,0,1
1/12/2017,509,25,Male,C8,College,92079,29/6/2017,,,3,145584,1
1/12/2017,510,28,Female,C29,College,68751,5/9/2017,,1.0,1,0,1
1/12/2017,511,34,Male,C21,Master,58130,15/12/2017,,2.0,2,0,1
1/7/2016,512,43,Female,C8,Bachelor,40777,23/5/2016,27/7/2016,1.0,1,0,1
1/3/2016,513,35,Female,C20,Master,22793,13/6/2015,18/3/2016,1.0,1,580500,1
1/6/2017,515,26,Female,C29,College,10747,13/4/2017,5/6/2017,2.0,2,0,1
1/12/2017,516,26,Female,C29,College,41099,4/7/2016,,1.0,1,5648380,1
1/1/2016,517,51,Female,C1,Master,61816,23/10/2015,8/1/2016,1.0,1,0,1
1/6/2016,518,45,Female,C15,Master,52199,8/9/2015,20/6/2016,1.0,1,1250680,1
1/12/2016,519,36,Male,C29,Bachelor,83253,31/10/2016,28/11/2016,3.0,3,0,1
1/1/2017,520,28,Female,C23,Bachelor,98996,9/1/2016,9/1/2017,4.0,4,12922130,1
1/12/2017,521,35,Male,C27,College,27882,6/4/2017,,1.0,1,4987200,3
1/9/2016,522,36,Male,C26,Master,109652,30/5/2011,2/9/2016,,3,4760130,3
1/12/2017,523,39,Male,C9,College,31056,2/5/2017,18/12/2017,3.0,3,1027790,1
1/12/2017,524,33,Male,C17,Bachelor,82822,2/8/2017,,,3,950000,2
1/8/2017,525,33,Male,C22,Bachelor,106727,29/10/2016,29/7/2017,3.0,3,3570400,2
1/2/2017,527,35,Male,C23,Bachelor,86823,21/8/2014,14/2/2017,3.0,4,11940020,1
1/9/2017,528,34,Male,C10,College,51086,11/3/2017,4/9/2017,2.0,2,2256420,1
1/4/2016,529,32,Female,C9,College,12934,30/11/2015,31/3/2016,2.0,2,181250,1
1/5/2017,530,37,Male,C28,Master,31137,14/3/2017,8/5/2017,1.0,1,0,1
1/12/2017,531,35,Male,C8,Master,68045,6/9/2017,,2.0,2,660480,2
1/12/2017,532,37,Male,C26,College,61243,25/10/2016,,1.0,1,5181790,3
1/10/2016,533,36,Male,C1,Bachelor,35731,24/6/2016,18/10/2016,1.0,1,200000,1
1/12/2017,534,28,Male,C10,College,87872,23/11/2017,,3.0,3,0,1
1/11/2017,535,39,Male,C27,Bachelor,77182,6/9/2012,25/11/2017,1.0,4,17244320,1
1/12/2016,536,28,Male,C26,Master,35112,21/7/2016,26/12/2016,1.0,1,980720,2
1/12/2017,537,35,Female,C29,Bachelor,84554,6/12/2016,,2.0,3,23376420,4
1/12/2017,538,26,Female,C23,Bachelor,29698,10/11/2016,,1.0,1,4349764,2
1/1/2016,539,36,Male,C24,College,109296,20/6/2013,19/1/2016,,3,0,1
1/12/2017,540,29,Male,C14,College,96233,5/12/2017,,3.0,3,0,1
1/8/2017,541,27,Male,C1,Master,71812,10/2/2014,29/7/2017,1.0,2,5083330,1
1/4/2017,542,44,Male,C8,Bachelor,43720,4/7/2016,13/4/2017,2.0,2,2308640,1
1/12/2017,543,29,Male,C12,College,34793,28/9/2017,,3.0,3,0,1
1/9/2017,544,43,Male,C14,Master,50345,23/7/2012,25/9/2017,1.0,2,13721360,2
1/1/2016,545,29,Female,C26,Bachelor,63626,10/11/2015,25/1/2016,2.0,2,0,1
1/12/2017,546,36,Female,C14,Master,20993,21/9/2017,,1.0,1,195960,1
1/12/2017,547,28,Male,C19,College,34536,4/9/2017,,2.0,2,1252200,2
1/12/2017,548,31,Female,C20,Master,55239,16/8/2017,,3.0,3,0,1
1/1/2016,549,24,Female,C2,Bachelor,21483,16/11/2015,27/1/2016,1.0,1,212640,1
1/12/2017,550,36,Male,C27,Bachelor,55670,,,1.0,1,5097450,3
1/2/2016,551,43,Male,C13,Master,84481,16/6/2015,10/2/2016,3.0,3,236100,1
1/12/2017,552,37,Male,C13,Bachelor,65170,18/11/2016,,3.0,3,35969490,4
1/1/2017,553,32,Male,C12,Bachelor,44273,10/9/2016,20/1/2017,2.0,2,0,1
1/5/2016,554,36,Male,C24,Master,19649,20/11/2015,14/5/2016,1.0,1,577480,1
1/12/2017,556,36,Female,C8,Master,51658,4/10/2012,,1.0,2,20915380,4
1/2/2017,558,39,Female,C11,Bachelor,55263,27/8/2012,8/2/2017,1.0,2,6705230,1
1/12/2017,559,41,Male,C27,College,44342,14/8/2017,,1.0,1,1722620,3
1/12/2017,560,42,Male,C19,Master,152234,24/7/2015,,3.0,4,41826510,1
1/12/2017,561,28,Male,C6,Bachelor,43855,21/12/2017,,1.0,1,0,1
1/7/2017,562,29,Female,C6,College,52465,2/2/2017,20/7/2017,2.0,2,0,1
1/11/2016,563,35,Female,C20,College,73359,17/7/2014,29/10/2016,1.0,3,3447760,1
1/4/2016,564,38,Male,C1,Master,31340,15/1/2016,22/4/2016,1.0,1,202500,1
1/12/2017,565,37,Male,C28,Bachelor,56543,23/9/2016,,3.0,3,8594640,3
1/8/2017,566,37,Male,C10,Master,50504,22/5/2015,29/7/2017,1.0,1,7055630,1
1/12/2017,568,33,Male,C16,Bachelor,60655,21/5/2015,,1.0,4,41667690,2
1/12/2017,569,40,Female,C26,College,111743,31/12/2012,,2.0,3,29530380,3
1/12/2017,570,34,Female,C19,Master,37929,6/1/2017,,1.0,1,7429260,3
1/12/2017,571,32,Female,C3,Master,95826,28/7/2017,,3.0,3,1277730,2
1/7/2017,572,30,Female,C2,College,31890,2/2/2017,27/7/2017,2.0,2,1682570,2
1/7/2017,573,27,Male,C28,Master,54026,,7/7/2017,2.0,2,0,1
1/12/2016,574,40,Male,C13,College,70144,4/7/2016,29/11/2016,2.0,2,381660,1
1/12/2017,575,27,Male,C25,Master,38305,21/12/2017,,1.0,1,0,1
1/10/2017,576,31,Female,C22,College,68336,8/5/2017,26/10/2017,3.0,3,242560,1
1/10/2017,577,29,Female,C14,Master,108091,3/5/2017,26/10/2017,3.0,3,158570,1
1/1/2016,578,35,Male,C29,Bachelor,46169,21/12/2015,19/1/2016,2.0,2,0,1
1/7/2016,579,30,Female,C5,Master,70570,30/6/2014,29/6/2016,1.0,2,1583300,1
1/12/2017,580,42,Female,C18,Master,56877,27/7/2015,,1.0,2,19649270,4
1/12/2017,581,42,Male,C25,Master,52641,10/1/2015,,1.0,1,16475160,3
1/12/2017,582,33,Female,C10,Master,46013,,,2.0,2,26819450,4
1/12/2017,583,31,Male,C11,College,59926,31/7/2017,,2.0,2,1828010,3
1/3/2016,584,29,Female,C1,College,51593,1/10/2012,8/3/2016,2.0,3,585630,1
1/1/2016,585,41,Female,C4,College,14989,26/10/2015,16/1/2016,1.0,1,0,1
1/12/2017,587,34,Female,C20,College,96680,27/5/2017,,3.0,3,6291840,4
1/11/2017,588,28,Female,C13,College,17660,1/5/2017,31/10/2017,2.0,2,1648010,1
1/12/2017,591,36,Male,C7,Master,100882,28/9/2017,,3.0,3,1395620,2
1/12/2017,592,42,Female,C20,Bachelor,67624,4/5/2015,,1.0,2,9218380,2
1/11/2017,593,39,Male,C23,College,86336,27/2/2017,6/11/2017,3.0,3,4035480,1
1/12/2017,594,30,Male,C19,College,41093,21/9/2017,,2.0,2,303910,1
1/12/2017,595,30,Male,C26,College,55828,4/7/2017,,2.0,2,1034740,2
1/5/2016,596,29,Male,C12,College,66483,24/8/2015,6/5/2016,2.0,2,1049120,1
1/12/2017,597,28,Female,C23,Master,85926,1/8/2017,,3.0,3,1613430,2
1/9/2016,598,38,Female,C9,Bachelor,74494,17/12/2015,7/9/2016,2.0,2,3530650,1
1/12/2017,599,27,Female,C3,Bachelor,71458,14/12/2017,,2.0,2,0,1
1/4/2017,600,29,Male,C2,Bachelor,115293,13/10/2016,1/4/2017,3.0,3,1883780,1
1/5/2016,601,33,Female,C19,Bachelor,39119,23/5/2013,12/5/2016,1.0,2,942130,1
1/5/2017,602,28,Male,C9,College,49553,4/4/2017,22/5/2017,2.0,2,0,1
1/5/2017,603,30,Male,C15,College,64842,22/10/2016,1/5/2017,2.0,2,1602040,1
1/12/2017,604,47,Female,C26,Bachelor,65856,27/5/2013,,1.0,2,18872890,4
1/12/2017,605,37,Male,C10,Bachelor,95352,15/10/2012,,,3,23650380,2
1/12/2017,606,34,Female,C10,College,114230,31/1/2017,30/11/2017,3.0,3,2959740,2
1/5/2016,607,27,Female,C27,Bachelor,38764,20/1/2015,18/5/2016,1.0,1,1703720,2
1/7/2017,608,24,Male,C26,Master,83294,,28/6/2017,2.0,2,2241630,1
1/5/2016,609,33,Female,C9,Master,46186,19/10/2015,23/5/2016,1.0,1,850280,1
1/1/2017,610,30,Female,C23,Master,49664,3/11/2016,11/1/2017,2.0,2,0,1
1/4/2017,611,32,Female,C10,Bachelor,39216,13/1/2017,27/4/2017,2.0,2,0,1
1/2/2017,612,31,Male,C17,College,29685,3/11/2016,,1.0,1,200000,1
1/8/2016,613,30,Male,C1,College,13653,17/8/2015,29/7/2016,1.0,1,2256960,1
1/11/2016,614,23,Female,C10,Bachelor,35413,,16/11/2016,1.0,1,5936640,1
1/2/2017,615,34,Male,C23,Master,54056,21/5/2015,2/2/2017,1.0,2,7804741,1
1/12/2017,617,22,Female,C18,College,21673,31/5/2017,,1.0,1,6078259,4
1/4/2016,618,41,Male,C6,Master,54520,13/6/2014,27/4/2016,1.0,2,1277510,1
1/12/2017,619,30,Female,C14,Bachelor,32150,8/5/2017,,3.0,3,2626230,2
1/12/2017,620,29,Female,C8,Master,79801,,,3.0,3,812040,2
1/3/2017,621,29,Female,C4,Master,101494,13/12/2016,16/3/2017,3.0,3,142560,1
1/12/2017,622,42,Male,C22,College,53454,25/12/2017,,3.0,3,0,1
1/3/2016,623,23,Female,C29,Bachelor,57931,12/11/2015,27/2/2016,1.0,1,0,1
1/12/2017,624,35,Male,C15,Bachelor,104712,18/5/2011,,2.0,3,20011620,2
1/5/2016,625,32,Male,C12,Bachelor,49936,23/11/2015,29/4/2016,1.0,1,1567300,1
1/3/2017,626,35,Male,C24,College,18788,1/12/2016,4/3/2017,2.0,2,0,1
1/5/2016,627,36,Male,C17,Bachelor,35219,14/10/2015,23/5/2016,2.0,2,2465510,1
1/2/2016,629,43,Female,C15,College,38624,29/9/2015,30/1/2016,2.0,2,145450,1
1/8/2016,630,35,Female,C28,College,51781,9/9/2015,23/8/2016,2.0,2,1320320,1
1/12/2017,633,36,Female,C3,Master,47194,31/7/2017,21/12/2017,3.0,3,210670,1
1/5/2016,634,29,Male,C28,Master,54358,16/1/2016,18/5/2016,1.0,1,355360,1
1/10/2017,635,31,Male,C28,Bachelor,130429,3/7/2017,24/10/2017,3.0,3,300000,1
1/6/2016,636,44,Male,C20,College,95239,1/10/2014,25/6/2016,4.0,4,0,1
1/12/2017,638,38,Male,C16,Master,149403,13/7/2010,,2.0,5,54792310,2
1/12/2017,639,27,Male,C12,Master,66599,1/2/2017,,2.0,2,4336590,2
1/7/2017,640,27,Female,C8,Bachelor,107123,7/12/2016,25/7/2017,3.0,3,1510890,1
1/12/2017,642,35,Male,C11,College,86516,31/7/2017,,3.0,3,240920,1
1/12/2017,643,35,Male,C26,Bachelor,63632,10/7/2017,,2.0,2,1015390,1
1/12/2017,644,29,Male,C6,Master,34741,25/4/2017,,1.0,1,3695100,3
1/8/2016,645,28,Female,C8,Master,110445,30/3/2016,1/8/2016,2.0,4,960000,1
1/12/2017,646,34,Male,C11,Bachelor,71776,12/10/2017,,3.0,3,290164,1
1/9/2016,647,34,Female,C10,Master,57888,1/8/2016,15/9/2016,1.0,1,0,1
1/12/2017,648,28,Female,C3,College,18928,24/7/2017,,1.0,1,942840,2
1/9/2016,649,33,Male,C14,Bachelor,35584,1/6/2016,9/9/2016,1.0,1,0,1
1/12/2017,650,33,Female,C16,Bachelor,42953,14/11/2017,,2.0,2,0,1
1/7/2017,651,34,Female,C12,Bachelor,41298,5/12/2016,24/7/2017,3.0,3,3210720,1
1/7/2016,652,34,Male,C20,Bachelor,112322,5/11/2015,18/7/2016,4.0,4,0,1
1/4/2016,653,44,Female,C1,College,64702,12/9/2015,30/3/2016,2.0,2,106510,1
1/11/2017,654,22,Male,C4,College,36116,10/10/2017,22/11/2017,2.0,2,0,1
1/5/2016,655,35,Male,C13,College,40926,5/1/2016,3/5/2016,2.0,2,429430,1
1/12/2017,658,30,Female,C6,Bachelor,105966,13/4/2017,,3.0,3,4689800,2
1/8/2017,659,32,Female,C13,Master,54903,5/6/2017,29/7/2017,3.0,3,0,1
1/2/2017,660,24,Female,C7,College,14836,25/1/2017,6/2/2017,1.0,1,0,1
1/12/2017,662,37,Male,C29,Bachelor,76548,17/10/2013,,,2,16118660,3
1/10/2017,663,27,Male,C21,Bachelor,97203,4/7/2017,2/10/2017,3.0,3,0,1
1/12/2017,664,33,Male,C19,Master,40041,11/12/2017,,1.0,1,186080,2
1/6/2016,667,31,Male,C8,Master,78143,9/9/2015,31/5/2016,2.0,2,4173650,1
1/9/2017,668,29,Female,C3,Bachelor,45969,28/11/2016,21/9/2017,2.0,2,4618180,2
1/2/2017,671,33,Male,C11,Master,42368,1/11/2016,11/2/2017,3.0,3,100680,1
1/12/2017,672,30,Male,C18,Master,77011,,28/12/2017,2.0,2,532480,1
1/12/2017,673,36,Female,C12,Bachelor,36967,10/7/2017,,2.0,2,0,1
1/2/2017,674,34,Female,C14,Bachelor,38546,14/9/2016,2/2/2017,1.0,1,200000,1
1/5/2016,677,48,Female,C29,Bachelor,71072,21/5/2012,4/5/2016,2.0,3,1555490,1
1/12/2017,678,35,Male,C14,Master,31411,23/8/2017,,1.0,1,1403820,3
1/9/2016,680,37,Female,C3,Master,127380,28/7/2011,22/9/2016,2.0,4,5474330,1
1/12/2017,681,29,Male,C23,College,51840,29/8/2017,,,2,2457760,3
1/12/2017,682,30,Male,C14,Bachelor,40008,19/7/2016,,1.0,1,6583320,3
1/5/2016,683,41,Female,C17,Master,55762,6/10/2015,9/5/2016,1.0,1,1617190,1
1/10/2017,684,23,Female,C20,College,30083,30/6/2017,27/10/2017,1.0,1,1500340,1
1/4/2017,686,28,Female,C1,Master,62909,2/11/2016,27/4/2017,2.0,2,860000,1
1/12/2016,687,32,Male,C18,College,13037,4/10/2016,30/11/2016,1.0,1,0,1
1/9/2016,688,46,Female,C14,Bachelor,22931,16/6/2015,22/9/2016,1.0,2,2576870,1
1/1/2016,689,28,Female,C10,Bachelor,17186,14/10/2015,31/12/2015,1.0,1,0,1
1/5/2016,690,45,Female,C14,College,49509,10/12/2015,17/5/2016,2.0,2,580610,1
1/8/2017,691,30,Female,C7,College,59241,,29/7/2017,2.0,2,0,1
1/3/2016,692,32,Male,C23,Bachelor,31831,18/12/2014,19/3/2016,1.0,1,420720,1
1/12/2017,693,47,Male,C14,Master,123729,26/7/2012,,2.0,4,34707890,2
1/11/2016,694,32,Female,C16,Master,82632,29/7/2016,21/11/2016,3.0,3,999000,2
1/12/2017,695,27,Male,C17,Master,57667,3/8/2017,4/12/2017,1.0,1,308510,1
1/7/2017,696,27,Female,C10,College,79461,16/3/2017,17/7/2017,3.0,3,0,1
1/12/2017,697,43,Male,C25,Bachelor,118215,14/7/2016,,4.0,4,39090190,2
1/12/2017,698,33,Male,C1,Master,76536,1/5/2017,,3.0,3,5950210,2
